Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,NCI43,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.026115595,19.85,490.376,4
Low Fat,NCJ06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.034848629,20.1,1.186.782,4
Low Fat,NCB43,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.100477461,20.2,1.877.898,4
Low Fat,NCQ42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0,20.35,1.251.678,4
Low Fat,NCA06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.144094079,20.5,34.819,4
Low Fat,FDA39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.012789884,6.32,391.822,4
Low Fat,FDV15,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.146999264,10.3,1.037.648,4
Low Fat,FDM03,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.123726711,12.65,1.077.938,4
Low Fat,FDU39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.036241797,18.85,573.562,4
Low Fat,FDR39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.084273286,20.35,1.817.292,4
Low Fat,NCL31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.120961347,7.39,143.847,4
Low Fat,NCK07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.04896208,10.65,1.658.526,4
Low Fat,NCO02,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.073783159,11.15,660.142,4
Low Fat,FDH09,Seafood,2020,OUT017,Tier 2,High,Supermarket Type1,0.056394771,12.6,513.982,4
Low Fat,FDI57,Seafood,2020,OUT017,Tier 2,High,Supermarket Type1,0.054331235,19.85,1.987.768,4
Low Fat,FDA33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.034091649,6.48,1.462.076,4
Low Fat,FDF22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.057152139,6.865,2.118.218,4
Low Fat,FDZ46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.069514712,7.485,1.087.228,4
Low Fat,FDH34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.031271134,8.63,1.860.582,4
Low Fat,FDT58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.086440911,9,1.670.816,4
Low Fat,FDE34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.108501676,9.195,1.836.634,4
Low Fat,FDT34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.175336471,9.3,1.070.964,4
Low Fat,FDZ22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.045525961,9.395,83.425,4
Low Fat,FDC58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.04217956,10.195,442.428,4
Low Fat,FDZ33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.108004532,10.195,1.487.076,4
Low Fat,FDV09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.020684919,12.1,1.485.734,4
Low Fat,FDU22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.093824276,12.35,1.199.124,4
Low Fat,FDI22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.096756649,12.6,2.087.612,4
Low Fat,FDQ33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.091723066,13.35,1.488.708,4
Low Fat,FDB34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.026760329,15.25,860.198,4
Low Fat,FDX45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.105448901,16.75,156.163,4
Low Fat,FDP57,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.052740763,17.5,103.799,4
Low Fat,FDY10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.049345425,17.6,1.154.176,4
Low Fat,FDZ09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.105472205,17.6,1.656.868,4
Low Fat,FDJ22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.05310896,18.75,1.936.504,4
Low Fat,DRG49,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.067836851,7.81,2.461.486,4
Low Fat,DRI01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.034647829,7.97,1.712.422,4
Low Fat,DRE48,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0,8.43,1.953.768,4
Low Fat,DRB24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.020693619,8.785,1.531.656,4
Low Fat,DRE60,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.160235723,9.395,227.872,4
Low Fat,DRF60,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.052363244,10.8,2.365.564,4
Low Fat,DRJ24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.11397026,11.8,1.851.924,4
Low Fat,DRI13,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.020441939,15.35,2.164.508,4
Low Fat,DRH36,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.033568871,16.2,749.696,4
Low Fat,DRH37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.041851756,17.6,1.627.526,4
Low Fat,DRH25,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.014675574,18.7,508.324,4
Low Fat,FDD35,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.026010729,12.15,119.144,4
Low Fat,FDF47,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.098170402,20.85,2.240.746,4
Regular,FDE36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.041857101,5.26,1.627.868,4
Regular,FDQ36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.161875063,7.855,356.848,4
Regular,FDW12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.035644325,8.315,1.471.444,4
Regular,FDJ12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.039120291,8.895,2.068.296,4
Regular,FDY60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.026424424,10.5,1.452.128,4
Regular,FDR12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.031598706,12.6,1.729.764,4
Regular,FDO48,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0268952,15,2.203.456,4
Regular,FDU12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.075904695,15.5,2.639.568,4
Regular,FDX11,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.106968577,16,1.805.634,4
Regular,FDU60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.060022526,20,1.687.132,4
Regular,FDV60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.117599259,20.2,195.311,4
Regular,FDS24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.062350672,20.85,869.514,4
Regular,FDQ59,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.056500895,9.8,858.908,4
Regular,FDR11,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.142827296,10.5,1.594.578,4
Regular,FDF26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.046729336,6.825,1.534.998,4
Regular,FDG38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.052836076,8.975,866.224,4
Regular,FDB02,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.029223424,9.695,175.437,4
Regular,FDZ49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.13341564,11,2.187.798,4
Regular,FDI38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.014656564,13.35,2.085.638,4
Regular,FDE14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.031508924,13.65,98.77,4
Regular,FDL38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.014762987,13.8,907.172,4
Regular,FDJ26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.084937098,15.3,2.140.218,4
Regular,FDZ25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.027673055,15.7,169.279,4
Regular,FDR25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.139804885,17,2.657.884,4
Regular,FDY37,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.026622757,17,144.247,4
Regular,FDH14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.046903482,17.1,1.420.838,4
Regular,FDV01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.085122855,19.2,1.554.314,4
Regular,FDH26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.034770109,19.25,1.419.496,4
Regular,FDU49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.03075661,19.5,86.254,4
Regular,FDE50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.016238512,19.7,1.864.556,4
Regular,FDI27,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.046079575,8.71,435.744,4
Regular,FDY02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.087823675,8.945,261.091,4
Regular,FDQ26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.068010049,13.5,572.562,4
Regular,FDB40,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.007555176,17.5,1.459.102,4
Regular,FDT26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.068091318,18.85,120.644,4
Regular,FDL51,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.047587685,20.7,2.150.876,4
Regular,FDD41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.087437069,6.765,1.061.306,4
Regular,FDY28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,7.47,2.118.218,4
Regular,FDV04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.150319469,7.825,1.569.288,4
Regular,FDS28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.082568705,8.18,561.588,4
Regular,FDT16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.048761046,9.895,2.605.278,4
Regular,FDS04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.146960375,10.195,1.422.838,4
Regular,FDA04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.066865326,11.3,2.601.962,4
Regular,FDO52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.077321087,11.6,1.693.106,4
Regular,FDH05,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.091098018,14.35,2.335.984,4
Regular,FDY16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.092413792,18.35,1.836.266,4
Regular,FDX04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.041655865,19.6,485.376,4
Regular,FDA07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.031007381,7.55,1.234.072,4
Regular,FDB56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.074778547,8.75,1.863.556,4
Regular,FDH56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.063946629,9.8,1.166.492,4
Regular,FDO56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.045073782,10.195,1.191.808,4
Regular,FDF21,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0,10.3,189.053,4
Regular,FDU31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.025041738,10.5,2.187.508,4
Regular,FDW19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.038578501,12.35,109.557,4
Regular,FDZ08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.110215444,12.5,818.592,4
Regular,FDS31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.044281996,13.1,1.785.318,4
Regular,FDD56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.103988736,15.2,1.770.054,4
Regular,FDG20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.125942816,15.5,1.760.028,4
Regular,FDP44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.079875237,16.5,1.027.332,4
Regular,FDF56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.119704498,16.7,1.819.976,4
Regular,FDW32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.094488071,18.35,871.882,4
Regular,FDR20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.028180789,20,468.744,4
Regular,FDX31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0,20.35,2.344.958,4
Regular,FDG09,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0480335,20.6,1.882.556,4
Regular,FDJ20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.100378096,20.7,1.224.388,4
Regular,FDT39,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.009887927,6.26,1.507.366,4
Regular,FDR51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.173821519,9.035,1.514.708,4
Regular,FDR15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.033505804,9.3,1.534.314,4
Regular,FDS27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.012483408,10.195,195.411,4
Regular,FDM51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.025978802,11.8,1.025.674,4
Regular,FDQ03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.078172471,15,2.388.248,4
Regular,FDN51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.020989308,17.85,2.607.936,4
Regular,FDL03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.027135522,19.25,196.311,4
Regular,FDG21,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,0,17.35,150.205,4
Regular,FDX22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.023021406,6.785,2.089.928,4
Regular,FDI58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.070847865,7.64,91.712,4
Regular,FDV10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,7.645,417.112,4
Regular,FDW57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.115911972,8.31,1.773.028,4
Regular,FDB46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.093954022,10.5,2.118.244,4
Regular,FDI34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.085308611,10.65,2.302.668,4
Regular,FDV34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.011448629,10.695,729.038,4
Regular,FDK58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.045073782,11.35,1.019.016,4
Regular,FDW46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.070444232,13,634.484,4
Regular,FDW09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.025973384,13.65,796.302,4
Regular,FDP22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.099333217,14.65,513.666,4
Regular,FDL57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.067212845,15.1,2.602.304,4
Regular,FDV57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,15.25,178.166,4
Regular,FDC34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.173109453,16,1.552.972,4
Regular,FDT10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.062170334,16.7,609.562,4
Regular,FDL09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.12829573,19.6,1.672.816,4
Regular,FDY57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.121500143,20.2,950.752,4
Regular,DRC01,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.019238942,5.92,498.692,4
Regular,DRD01,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,0.061299601,12.1,562.614,4
Regular,FDF11,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.017666978,10.195,2.394.538,4
Regular,FDC59,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.054739692,16.7,657.168,4
Regular,FDB36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.048801674,5.465,1.321.626,4
Regular,FDX36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.129008866,9.695,2.269.404,4
Regular,FDP36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.091688111,10.395,490.008,4
Regular,FDR12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.031713126,12.6,1.725.764,4
Regular,FDA35,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.054142088,14.85,1.241.072,4
Regular,FDV12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.06121901,16.7,1.000.384,4
Regular,FDH60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.081193712,19.7,198.411,4
Regular,FDZ47,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0,20.7,987.042,4
Regular,FDT11,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.029538509,5.94,1.894.556,4
Regular,FDR59,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.064224789,14.5,2.627.594,4
Regular,FDR01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.053924587,5.405,1.982.742,4
Regular,FDF26,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.046898544,6.825,1.537.998,4
Regular,FDI38,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0,13.35,2.069.638,4
Regular,FDR25,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.140311123,17,2.656.884,4
Regular,FDQ01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.161610636,19.7,2.552.014,4
Regular,FDU01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.012063121,20.25,1.835.924,4
Regular,FDC16,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.020686161,11.5,85.054,4
Regular,FDZ26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.144832027,11.6,2.398.222,4
Regular,FDW26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.107662745,11.8,2.241.772,4
Regular,FDZ50,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.079523619,12.8,1.817.608,4
Regular,FDE40,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.099704558,15.6,631.194,4
Regular,FDY15,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.17179432,18.25,154.663,4
Regular,FDN28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.030418998,5.88,103.099,4
Regular,FDH04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.011437302,6.115,924.488,4
Regular,FDI05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.127587344,8.35,765.354,4
Regular,FDI53,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.13842353,8.895,1.630.236,4
Regular,FDE05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.03263762,10.895,1.477.102,4
Regular,FDC05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.099343352,13.1,1.981.768,4
Regular,FDQ28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.060768862,14,1.548.656,4
Regular,FDH28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.110653377,15.85,369.506,4
Regular,FDA28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.04807227,16.1,1.265.362,4
Regular,FDX04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.041806702,19.6,488.376,4
Regular,FDV52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.122208091,20.7,1.197.466,4
Regular,FDT07,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.077756427,5.82,254.533,4
Regular,FDO31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.02914662,6.76,79.296,4
Regular,FDN08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.088864488,7.72,1.193.466,4
Regular,FDY08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172042892,9.395,1.399.838,4
Regular,FDM08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.053887301,10.1,2.256.088,4
Regular,FDO08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.054079556,11.1,1.659.526,4
Regular,FDJ44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.106928681,12.3,1.737.396,4
Regular,FDW19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038718195,12.35,110.657,4
Regular,FDY20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.082215187,12.5,914.488,4
Regular,FDZ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.110614538,12.5,806.592,4
Regular,FDO20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152988295,12.85,2.537.382,4
Regular,FDR19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624116,13.5,1.470.102,4
Regular,FDX32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.100423086,15.1,1.447.786,4
Regular,FDQ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01903743,15.7,605.536,4
Regular,FDF56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.120137953,16.7,1.812.976,4
Regular,FDW07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.143495952,18,887.514,4
Regular,FDH44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.026018497,19.1,1.482.418,4
Regular,FDU20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.021578923,19.35,1.205.098,4
Regular,FDX31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.014909465,20.35,2.323.958,4
Regular,FDG09,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.048207431,20.6,1.880.556,4
Regular,FDP31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.162418495,21.1,649.168,4
Regular,FDT39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.009923732,6.26,1.528.366,4
Regular,FDW39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,6.69,176.937,4
Regular,FDS27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.012528611,10.195,195.111,4
Regular,FDO15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.008615,16.75,724.038,4
Regular,FDU51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.097059596,20.2,1.786.028,4
Regular,FDW21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005997615,5.34,1.004.358,4
Regular,FDW57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.116331694,8.31,1.769.028,4
Regular,FDM45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.088693595,8.655,1.225.756,4
Regular,FDS09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.08154715,8.895,498.008,4
Regular,FDG58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.087272074,10.695,1.537.972,4
Regular,FDP22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.099692906,14.65,509.666,4
Regular,FDV57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.066269294,15.25,179.666,4
Regular,FDS46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047524635,17.6,1.182.782,4
Regular,FDZ21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.039443715,17.6,95.841,4
Regular,FDR22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.018667601,19.35,1.129.544,4
Regular,FDS34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.077193256,19.35,1.127.518,4
Regular,DRB13,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.007084185,6.115,191.153,4
Regular,DRC13,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.032625074,8.26,124.673,4
Regular,DRY23,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.109713464,9.395,413.112,4
Regular,DRA24,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.040154087,19.35,1.646.868,4
Regular,FDD59,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.066555152,10.5,80.896,4
Regular,FDB35,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.064984487,12.3,925.804,4
Regular,FDC59,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.054937907,16.7,642.168,4
low fat,FDB52,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.030497325,17.75,2.569.672,4
low fat,FDM44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.031112643,12.5,104.999,4
low fat,FDD09,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.021617996,13.5,1.796.976,4
low fat,NCR54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.091074449,16.35,196.811,4
low fat,FDA46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.11830085,13.6,1.962.136,4
low fat,FDL22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.036596012,16.85,906.488,4
reg,FDI40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.125857678,11.5,1.005.358,4
reg,FDI08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.066431507,18.2,2.501.092,4
reg,FDR36,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.122274118,6.715,403.454,4
reg,FDF24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.025513973,15.5,837.934,4
reg,FDI41,Frozen Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.062609071,18.5,1.486.418,4
reg,FDF57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.059160135,14.5,1.707.448,4
LF,FDQ14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.061775607,9.27,150.105,4
LF,FDD51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.119930029,11.15,442.744,4
LF,FDJ16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.114863923,9.195,590.246,4
